"Day ","Items ","Note ","Amount "
"59","Human Resource Expense","Counselled","2000"
"59","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"59","Salary Expense","Cash Payment - Salary Expense","28992"
"59","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8868","212"
"59","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"59","Rental Expense","Cash Payment - Rental - Chicago","4800"
"59","Rental Expense","Cash Payment - Rental - New York","5360"
"59","Rental Expense","Cash Payment - Rental - Detroit","2000"
"59","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"59","Rental Expense","Cash Payment - Rental - San Francisco","4480"
"58","Human Resource Expense","Counselled","2000"
"58","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"58","Salary Expense","Cash Payment - Salary Expense","28992"
"58","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8537","482"
"58","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"58","Rental Expense","Cash Payment - Rental - Chicago","4800"
"58","Rental Expense","Cash Payment - Rental - New York","5360"
"58","Rental Expense","Cash Payment - Rental - Detroit","2000"
"58","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"58","Rental Expense","Cash Payment - Rental - San Francisco","4480"
"57","Human Resource Expense","Counselled","2000"
"57","Human Resource Expense","Counselled","2000"
"57","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"57","Salary Expense","Cash Payment - Salary Expense","28992"
"57","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 314","15000"
"57","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 333","15000"
"57","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"57","Rental Expense","Cash Payment - Rental - Chicago","4800"
"57","Rental Expense","Cash Payment - Rental - New York","5360"
"57","Rental Expense","Cash Payment - Rental - Detroit","2000"
"57","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"57","Rental Expense","Cash Payment - Rental - San Francisco","4480"
"56","Human Resource Expense","Counselled","2000"
"56","Human Resource Expense","Counselled","2000"
"56","Human Resource Expense","Counselled","2000"
"56","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"56","Salary Expense","Cash Payment - Salary Expense","28880"
"56","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"56","Rental Expense","Cash Payment - Rental - Chicago","4800"
"56","Rental Expense","Cash Payment - Rental - New York","5360"
"56","Rental Expense","Cash Payment - Rental - Detroit","2000"
"56","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"56","Rental Expense","Cash Payment - Rental - San Francisco","4480"
"55","Human Resource Expense","Counselled","2000"
"55","Human Resource Expense","Counselled","2000"
"55","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"55","Salary Expense","Cash Payment - Salary Expense","28880"
"55","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8172","234"
"55","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"55","Rental Expense","Cash Payment - Rental - Chicago","4800"
"55","Rental Expense","Cash Payment - Rental - New York","5360"
"55","Rental Expense","Cash Payment - Rental - Detroit","2000"
"55","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"55","Rental Expense","Cash Payment - Rental - San Francisco","4480"
"54","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"54","Salary Expense","Cash Payment - Salary Expense","28808"
"54","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7984","147"
"54","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"54","Rental Expense","Cash Payment - Rental - Chicago","4800"
"54","Rental Expense","Cash Payment - Rental - New York","5360"
"54","Rental Expense","Cash Payment - Rental - Detroit","2000"
"54","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"54","Rental Expense","Cash Payment - Rental - San Francisco","4480"
"53","Human Resource Expense","Counselled","2000"
"53","Human Resource Expense","Counselled","2000"
"53","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"53","Salary Expense","Cash Payment - Salary Expense","28770"
"53","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 357","15000"
"53","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 367","15000"
"53","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 377","15000"
"53","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 380","15000"
"53","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"53","Rental Expense","Cash Payment - Rental - Chicago","4800"
"53","Rental Expense","Cash Payment - Rental - New York","5360"
"53","Rental Expense","Cash Payment - Rental - Detroit","2000"
"53","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"53","Rental Expense","Cash Payment - Rental - San Francisco","4480"
"52","Human Resource Expense","Counselled","2000"
"52","Human Resource Expense","Counselled","2000"
"52","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"52","Salary Expense","Cash Payment - Salary Expense","28734"
"52","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"52","Rental Expense","Cash Payment - Rental - Chicago","4800"
"52","Rental Expense","Cash Payment - Rental - New York","5360"
"52","Rental Expense","Cash Payment - Rental - Detroit","2000"
"52","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"52","Rental Expense","Cash Payment - Rental - San Francisco","4480"
"51","Human Resource Expense","Cash Payment - Staff Recruiting - San Francisco","60000"
"51","Human Resource Expense","Counselled","2000"
"51","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"51","Salary Expense","Cash Payment - Salary Expense","28482"
"51","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7299","30"
"51","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7457","215"
"51","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"51","Rental Expense","Cash Payment - Rental - Chicago","4800"
"51","Rental Expense","Cash Payment - Rental - New York","5360"
"51","Rental Expense","Cash Payment - Rental - Detroit","2000"
"51","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"51","Rental Expense","Cash Payment - Rental - San Francisco","4480"
"50","Human Resource Expense","Counselled","2000"
"50","Human Resource Expense","Counselled","2000"
"50","Human Resource Expense","Counselled","2000"
"50","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"50","Salary Expense","Cash Payment - Salary Expense","26326"
"50","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"50","Rental Expense","Cash Payment - Rental - Chicago","4800"
"50","Rental Expense","Cash Payment - Rental - New York","5360"
"50","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","480"
"50","Rental Expense","Cash Payment - Rental - Detroit","2000"
"50","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"49","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"49","Salary Expense","Cash Payment - Salary Expense","26290"
"49","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"49","Rental Expense","Cash Payment - Rental - Chicago","4800"
"49","Rental Expense","Cash Payment - Rental - New York","5360"
"49","Rental Expense","Cash Payment - Rental - Detroit","2000"
"49","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"48","Human Resource Expense","Counselled","2000"
"48","Human Resource Expense","Counselled","2000"
"48","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"48","Salary Expense","Cash Payment - Salary Expense","26290"
"48","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 314","15000"
"48","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 333","15000"
"48","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"48","Rental Expense","Cash Payment - Rental - Chicago","4800"
"48","Rental Expense","Cash Payment - Rental - New York","5360"
"48","Rental Expense","Cash Payment - Rental - Detroit","2000"
"48","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"47","Human Resource Expense","Counselled","2000"
"47","Human Resource Expense","Counselled","2000"
"47","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"47","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"47","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"47","Salary Expense","Cash Payment - Salary Expense","26290"
"47","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6577","314"
"47","Depreciation Expense","Non-Cash Expense - Depreciation","30000"
"47","Rental Expense","Cash Payment - Rental - Chicago","4800"
"47","Rental Expense","Cash Payment - Rental - New York","5360"
"47","Rental Expense","Cash Payment - Rental - Detroit","2000"
"47","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"46","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"46","Salary Expense","Cash Payment - Salary Expense","24852"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6548","609"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6552","518"
"46","Depreciation Expense","Non-Cash Expense - Depreciation","20000"
"46","Rental Expense","Cash Payment - Rental - Chicago","4800"
"46","Rental Expense","Cash Payment - Rental - New York","5360"
"46","Rental Expense","Cash Payment - Rental - Detroit","2000"
"46","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"45","Human Resource Expense","Counselled","2000"
"45","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"45","Salary Expense","Cash Payment - Salary Expense","24852"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5696","45"
"45","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6396","218"
"45","Depreciation Expense","Non-Cash Expense - Depreciation","20000"
"45","Rental Expense","Cash Payment - Rental - Chicago","4800"
"45","Rental Expense","Cash Payment - Rental - New York","5360"
"45","Rental Expense","Cash Payment - Rental - Detroit","2000"
"45","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"44","Human Resource Expense","Counselled","2000"
"44","Human Resource Expense","Counselled","2000"
"44","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"44","Salary Expense","Cash Payment - Salary Expense","24780"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5525","58"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6215","167"
"44","Depreciation Expense","Non-Cash Expense - Depreciation","20000"
"44","Rental Expense","Cash Payment - Rental - Chicago","4800"
"44","Rental Expense","Cash Payment - Rental - New York","5360"
"44","Rental Expense","Cash Payment - Rental - Detroit","2000"
"44","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"43","Human Resource Expense","Counselled","2000"
"43","Human Resource Expense","Counselled","2000"
"43","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"43","Salary Expense","Cash Payment - Salary Expense","24744"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5895","621"
"43","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6048","262"
"43","Depreciation Expense","Non-Cash Expense - Depreciation","20000"
"43","Rental Expense","Cash Payment - Rental - Chicago","4800"
"43","Rental Expense","Cash Payment - Rental - New York","5360"
"43","Rental Expense","Cash Payment - Rental - Detroit","2000"
"43","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"42","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"42","Salary Expense","Cash Payment - Salary Expense","24708"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5871","360"
"42","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5878","46"
"42","Depreciation Expense","Non-Cash Expense - Depreciation","20000"
"42","Rental Expense","Cash Payment - Rental - Chicago","4800"
"42","Rental Expense","Cash Payment - Rental - New York","5360"
"42","Rental Expense","Cash Payment - Rental - Detroit","2000"
"42","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"41","Human Resource Expense","Counselled","2000"
"41","Human Resource Expense","Counselled","2000"
"41","Human Resource Expense","Counselled","2000"
"41","Human Resource Expense","Counselled","2000"
"41","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"41","Salary Expense","Cash Payment - Salary Expense","24468"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5688","44"
"41","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5722","48"
"41","Depreciation Expense","Non-Cash Expense - Depreciation","20000"
"41","Rental Expense","Cash Payment - Rental - Chicago","4800"
"41","Rental Expense","Cash Payment - Rental - New York","5360"
"41","Rental Expense","Cash Payment - Rental - Detroit","2000"
"41","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"40","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"40","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"40","Salary Expense","Cash Payment - Salary Expense","23748"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5480","231"
"40","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5513","148"
"40","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 2317","3300"
"40","Depreciation Expense","Non-Cash Expense - Depreciation","20000"
"40","Rental Expense","Cash Payment - Rental - Chicago","4800"
"40","Rental Expense","Cash Payment - Rental - New York","5360"
"40","Rental Expense","Cash Payment - Rental - Detroit","2000"
"40","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"39","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"39","Salary Expense","Cash Payment - Salary Expense","23048"
"39","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5332","31"
"39","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5350","495"
"39","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5356","424"
"39","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 314","15000"
"39","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 333","15000"
"39","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"39","Rental Expense","Cash Payment - Rental - Chicago","4800"
"39","Rental Expense","Cash Payment - Rental - New York","5360"
"39","Rental Expense","Cash Payment - Rental - Detroit","2000"
"39","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"38","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"38","Salary Expense","Cash Payment - Salary Expense","23048"
"38","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"38","Rental Expense","Cash Payment - Rental - Chicago","4800"
"38","Rental Expense","Cash Payment - Rental - New York","5360"
"38","Rental Expense","Cash Payment - Rental - Detroit","2000"
"38","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"37","Human Resource Expense","Counselled","2000"
"37","Human Resource Expense","Counselled","2000"
"37","Human Resource Expense","Counselled","2000"
"37","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"37","Salary Expense","Cash Payment - Salary Expense","23048"
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4902","543"
"37","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 5016","33"
"37","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"37","Rental Expense","Cash Payment - Rental - Chicago","4800"
"37","Rental Expense","Cash Payment - Rental - New York","5360"
"37","Rental Expense","Cash Payment - Rental - Detroit","2000"
"37","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"36","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"36","Salary Expense","Cash Payment - Salary Expense","23012"
"36","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4830","409"
"36","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4853","32"
"36","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"36","Rental Expense","Cash Payment - Rental - Chicago","4800"
"36","Rental Expense","Cash Payment - Rental - New York","5360"
"36","Rental Expense","Cash Payment - Rental - Detroit","2000"
"36","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"35","Human Resource Expense","Cash Payment - Staff Recruiting - Los Angeles","60000"
"35","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"35","Salary Expense","Cash Payment - Salary Expense","23012"
"35","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4669","254"
"35","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4694","297"
"35","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"35","Rental Expense","Cash Payment - Rental - Chicago","4800"
"35","Rental Expense","Cash Payment - Rental - New York","5360"
"35","Rental Expense","Cash Payment - Rental - Detroit","2000"
"35","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"34","Human Resource Expense","Counselled","2000"
"34","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"34","Salary Expense","Cash Payment - Salary Expense","21612"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4371","285"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4496","216"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4510","257"
"34","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4529","212"
"34","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"34","Rental Expense","Cash Payment - Rental - Chicago","4800"
"34","Rental Expense","Cash Payment - Rental - New York","5360"
"34","Rental Expense","Cash Payment - Rental - Detroit","2000"
"33","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"33","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"33","Salary Expense","Cash Payment - Salary Expense","21576"
"33","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4350","143"
"33","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4357","508"
"33","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"33","Rental Expense","Cash Payment - Rental - Chicago","4800"
"33","Rental Expense","Cash Payment - Rental - New York","5360"
"33","Rental Expense","Cash Payment - Rental - Detroit","2000"
"32","Human Resource Expense","Counselled","2000"
"32","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"32","Salary Expense","Cash Payment - Salary Expense","20876"
"32","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4174","564"
"32","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4221","662"
"32","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"32","Rental Expense","Cash Payment - Rental - Chicago","4800"
"32","Rental Expense","Cash Payment - Rental - New York","5360"
"32","Rental Expense","Cash Payment - Rental - Detroit","2000"
"31","Human Resource Expense","Counselled","2000"
"31","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"31","Salary Expense","Cash Payment - Salary Expense","20648"
"31","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4023","211"
"31","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 4040","418"
"31","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"31","Rental Expense","Cash Payment - Rental - Chicago","4800"
"31","Rental Expense","Cash Payment - Rental - New York","5360"
"31","Rental Expense","Cash Payment - Rental - Detroit","2000"
"30","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"30","Salary Expense","Cash Payment - Salary Expense","19964"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3711","29"
"30","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3856","405"
"30","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 314","15000"
"30","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 333","15000"
"30","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"30","Rental Expense","Cash Payment - Rental - Chicago","4800"
"30","Rental Expense","Cash Payment - Rental - New York","5360"
"30","Rental Expense","Cash Payment - Rental - Detroit","2000"
"29","Human Resource Expense","Counselled","2000"
"29","Human Resource Expense","Counselled","2000"
"29","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"29","Salary Expense","Cash Payment - Salary Expense","19964"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3554","482"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3694","485"
"29","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3697","544"
"29","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"29","Rental Expense","Cash Payment - Rental - Chicago","4800"
"29","Rental Expense","Cash Payment - Rental - New York","5360"
"29","Rental Expense","Cash Payment - Rental - Detroit","2000"
"28","Human Resource Expense","Counselled","2000"
"28","Human Resource Expense","Counselled","2000"
"28","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"28","Salary Expense","Cash Payment - Salary Expense","19964"
"28","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3392","149"
"28","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3549","157"
"28","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"28","Rental Expense","Cash Payment - Rental - Chicago","4800"
"28","Rental Expense","Cash Payment - Rental - New York","5360"
"28","Rental Expense","Cash Payment - Rental - Detroit","2000"
"27","Human Resource Expense","Counselled","2000"
"27","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"27","Salary Expense","Cash Payment - Salary Expense","19964"
"27","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3367","25"
"27","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3385","36"
"27","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"27","Rental Expense","Cash Payment - Rental - Chicago","4800"
"27","Rental Expense","Cash Payment - Rental - New York","5360"
"27","Rental Expense","Cash Payment - Rental - Detroit","2000"
"26","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"26","Salary Expense","Cash Payment - Salary Expense","19928"
"26","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3236","43"
"26","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"26","Rental Expense","Cash Payment - Rental - Chicago","4800"
"26","Rental Expense","Cash Payment - Rental - New York","5360"
"26","Rental Expense","Cash Payment - Rental - Detroit","2000"
"25","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"25","Salary Expense","Cash Payment - Salary Expense","19928"
"25","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2931","300"
"25","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3082","63"
"25","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"25","Rental Expense","Cash Payment - Rental - Chicago","4800"
"25","Rental Expense","Cash Payment - Rental - New York","5360"
"25","Rental Expense","Cash Payment - Rental - Detroit","2000"
"24","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"24","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"24","Salary Expense","Cash Payment - Salary Expense","19928"
"24","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2904","410"
"24","Depreciation Expense","Non-Cash Expense - Depreciation","10000"
"24","Rental Expense","Cash Payment - Rental - Chicago","4800"
"24","Rental Expense","Cash Payment - Rental - New York","5360"
"24","Rental Expense","Cash Payment - Rental - Detroit","2000"
"23","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"23","Salary Expense","Cash Payment - Salary Expense","19228"
"23","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2766","39"
"23","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2781","520"
"23","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"23","Rental Expense","Cash Payment - Rental - Chicago","4800"
"23","Rental Expense","Cash Payment - Rental - New York","5360"
"23","Rental Expense","Cash Payment - Rental - Detroit","2000"
"22","Human Resource Expense","Counselled","2000"
"22","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"22","Salary Expense","Cash Payment - Salary Expense","19228"
"22","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2490","95"
"22","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2628","10"
"22","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"22","Rental Expense","Cash Payment - Rental - Chicago","4800"
"22","Rental Expense","Cash Payment - Rental - New York","5360"
"22","Rental Expense","Cash Payment - Rental - Detroit","2000"
"21","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"21","Salary Expense","Cash Payment - Salary Expense","19012"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2446","197"
"21","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2466","132"
"21","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"21","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"21","Rental Expense","Cash Payment - Rental - Chicago","4800"
"21","Rental Expense","Cash Payment - Rental - New York","5360"
"21","Rental Expense","Cash Payment - Rental - Detroit","2000"
"20","Human Resource Expense","Counselled","2000"
"20","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"20","Salary Expense","Cash Payment - Salary Expense","18364"
"20","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"20","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"20","Rental Expense","Cash Payment - Rental - Chicago","4800"
"20","Rental Expense","Cash Payment - Rental - New York","5360"
"20","Rental Expense","Cash Payment - Rental - Detroit","2000"
"19","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"19","Salary Expense","Cash Payment - Salary Expense","18364"
"19","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2022","159"
"19","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2141","117"
"19","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 2160","144"
"19","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"19","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"19","Rental Expense","Cash Payment - Rental - Chicago","4800"
"19","Rental Expense","Cash Payment - Rental - New York","5360"
"19","Rental Expense","Cash Payment - Rental - Detroit","2000"
"18","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"18","Salary Expense","Cash Payment - Salary Expense","18364"
"18","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1866","239"
"18","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"18","Rental Expense","Cash Payment - Rental - Chicago","4800"
"18","Rental Expense","Cash Payment - Rental - New York","5360"
"18","Rental Expense","Cash Payment - Rental - Detroit","2000"
"17","Human Resource Expense","Cash Payment - Staff Recruiting - Production","30000"
"17","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"17","Salary Expense","Cash Payment - Salary Expense","18364"
"17","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"17","Rental Expense","Cash Payment - Rental - Chicago","4800"
"17","Rental Expense","Cash Payment - Rental - New York","5360"
"17","Rental Expense","Cash Payment - Rental - Detroit","2000"
"16","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"16","Salary Expense","Cash Payment - Salary Expense","17664"
"16","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1705","148"
"16","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 1720","178"
"16","Rental Expense","Cash Payment - Rental - Chicago","4800"
"16","Rental Expense","Cash Payment - Rental - New York","5360"
"16","Rental Expense","Cash Payment - Rental - Detroit","2000"
"15","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"15","Salary Expense","Cash Payment - Salary Expense","17664"
"15","Rental Expense","Cash Payment - Rental - Chicago","4800"
"15","Rental Expense","Cash Payment - Rental - New York","5360"
"15","Rental Expense","Cash Payment - Rental - Detroit","2000"
"14","Human Resource Expense","Counselled","2000"
"14","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"14","Salary Expense","Cash Payment - Salary Expense","17664"
"14","Rental Expense","Cash Payment - Rental - Chicago","4800"
"14","Rental Expense","Cash Payment - Rental - New York","5360"
"14","Rental Expense","Cash Payment - Rental - Detroit","2000"
"13","Human Resource Expense","Counselled","2000"
"13","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"13","Salary Expense","Cash Payment - Salary Expense","17664"
"13","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 913","121"
"13","Rental Expense","Cash Payment - Rental - Chicago","4800"
"13","Rental Expense","Cash Payment - Rental - New York","5360"
"13","Rental Expense","Cash Payment - Rental - Detroit","2000"
"12","Human Resource Expense","Counselled","2000"
"12","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
